proxy,is_active,response_time_ms,status_code,anonymity,error,timestamp,source
104.16.109.234:80,False,18,403.0,unknown,Status 403 ou tempo de resposta 18ms,2025-10-12T06:14:03.890931,scraped
47.76.97.43:1100,False,1179,,unknown,"Cannot connect to host 47.76.97.43:1100 ssl:default [Connect call failed ('47.76.97.43', 1100)]",2025-10-12T06:14:03.890931,scraped
104.19.29.226:80,False,18,403.0,unknown,Status 403 ou tempo de resposta 18ms,2025-10-12T06:14:03.890932,scraped
172.67.237.253:80,False,22,403.0,unknown,Status 403 ou tempo de resposta 22ms,2025-10-12T06:14:03.890933,scraped
104.18.169.216:80,False,18,403.0,unknown,Status 403 ou tempo de resposta 18ms,2025-10-12T06:14:03.890934,scraped
185.193.30.247:80,False,18,403.0,unknown,Status 403 ou tempo de resposta 18ms,2025-10-12T06:14:03.890935,scraped
45.131.4.211:80,False,18,403.0,unknown,Status 403 ou tempo de resposta 18ms,2025-10-12T06:14:03.890936,scraped
104.25.14.230:80,False,18,403.0,unknown,Status 403 ou tempo de resposta 18ms,2025-10-12T06:14:03.890937,scraped
104.25.28.146:80,False,30,403.0,unknown,Status 403 ou tempo de resposta 30ms,2025-10-12T06:14:03.890938,scraped
172.67.216.216:80,False,26,403.0,unknown,Status 403 ou tempo de resposta 26ms,2025-10-12T06:14:03.890939,scraped
104.26.15.196:80,False,18,403.0,unknown,Status 403 ou tempo de resposta 18ms,2025-10-12T06:14:03.890940,scraped
45.85.119.145:80,False,19,403.0,unknown,Status 403 ou tempo de resposta 19ms,2025-10-12T06:14:03.890941,scraped
138.68.60.8:1080,False,91,,unknown,Server disconnected,2025-10-12T06:14:03.890942,scraped
104.18.28.12:80,False,19,403.0,unknown,Status 403 ou tempo de resposta 19ms,2025-10-12T06:14:03.890943,scraped
104.19.84.74:80,False,18,403.0,unknown,Status 403 ou tempo de resposta 18ms,2025-10-12T06:14:03.890944,scraped
141.101.122.240:80,False,29,403.0,unknown,Status 403 ou tempo de resposta 29ms,2025-10-12T06:14:03.890944,scraped
104.21.7.87:80,False,31,403.0,unknown,Status 403 ou tempo de resposta 31ms,2025-10-12T06:14:03.890945,scraped
154.83.2.176:80,False,29,403.0,unknown,Status 403 ou tempo de resposta 29ms,2025-10-12T06:14:03.890946,scraped
23.227.39.197:80,False,31,403.0,unknown,Status 403 ou tempo de resposta 31ms,2025-10-12T06:14:03.890947,scraped
45.61.116.87:6765,False,297,407.0,unknown,Status 407 ou tempo de resposta 297ms,2025-10-12T06:14:03.890948,scraped
23.227.60.127:80,False,32,403.0,unknown,Status 403 ou tempo de resposta 32ms,2025-10-12T06:14:03.890949,scraped
104.17.233.39:80,False,34,403.0,unknown,Status 403 ou tempo de resposta 34ms,2025-10-12T06:14:03.890950,scraped
185.162.230.248:80,False,31,403.0,unknown,Status 403 ou tempo de resposta 31ms,2025-10-12T06:14:03.890951,scraped
104.16.52.10:80,False,63,403.0,unknown,Status 403 ou tempo de resposta 63ms,2025-10-12T06:14:03.890952,scraped
104.21.58.13:80,False,27,403.0,unknown,Status 403 ou tempo de resposta 27ms,2025-10-12T06:14:03.890953,scraped
194.36.55.124:80,False,33,403.0,unknown,Status 403 ou tempo de resposta 33ms,2025-10-12T06:14:03.890953,scraped
104.17.114.114:80,False,33,403.0,unknown,Status 403 ou tempo de resposta 33ms,2025-10-12T06:14:03.890955,scraped
198.105.122.198:6771,False,342,407.0,unknown,Status 407 ou tempo de resposta 342ms,2025-10-12T06:14:03.890955,scraped
185.221.160.203:80,False,33,403.0,unknown,Status 403 ou tempo de resposta 33ms,2025-10-12T06:14:03.890956,scraped
198.41.208.85:80,False,36,403.0,unknown,Status 403 ou tempo de resposta 36ms,2025-10-12T06:14:03.890957,scraped
185.162.228.117:80,False,27,403.0,unknown,Status 403 ou tempo de resposta 27ms,2025-10-12T06:14:03.890958,scraped
172.67.205.158:80,False,28,403.0,unknown,Status 403 ou tempo de resposta 28ms,2025-10-12T06:14:03.890959,scraped
5.10.247.90:80,False,26,403.0,unknown,Status 403 ou tempo de resposta 26ms,2025-10-12T06:14:03.890960,scraped
45.131.208.245:80,False,52,403.0,unknown,Status 403 ou tempo de resposta 52ms,2025-10-12T06:14:03.890961,scraped
185.170.166.93:80,False,28,403.0,unknown,Status 403 ou tempo de resposta 28ms,2025-10-12T06:14:03.890962,scraped
91.193.58.5:80,False,32,403.0,unknown,Status 403 ou tempo de resposta 32ms,2025-10-12T06:14:03.890963,scraped
104.25.190.90:80,False,28,403.0,unknown,Status 403 ou tempo de resposta 28ms,2025-10-12T06:14:03.890964,scraped
104.21.21.120:80,False,30,403.0,unknown,Status 403 ou tempo de resposta 30ms,2025-10-12T06:14:03.890965,scraped
185.148.104.174:80,False,31,403.0,unknown,Status 403 ou tempo de resposta 31ms,2025-10-12T06:14:03.890966,scraped
104.238.69.81:80,False,27,403.0,unknown,Status 403 ou tempo de resposta 27ms,2025-10-12T06:14:03.890967,scraped
89.26.83.25:8080,False,5894,,unknown,Timeout,2025-10-12T06:14:03.890968,scraped
104.21.23.169:80,False,25,403.0,unknown,Status 403 ou tempo de resposta 25ms,2025-10-12T06:14:03.890969,scraped
38.113.171.1:31596,False,83,,unknown,"Cannot connect to host 38.113.171.1:31596 ssl:default [Connect call failed ('38.113.171.1', 31596)]",2025-10-12T06:14:03.890970,scraped
172.67.182.36:80,False,25,403.0,unknown,Status 403 ou tempo de resposta 25ms,2025-10-12T06:14:03.890971,scraped
45.85.118.5:80,False,26,403.0,unknown,Status 403 ou tempo de resposta 26ms,2025-10-12T06:14:03.890972,scraped
104.19.230.26:80,False,29,403.0,unknown,Status 403 ou tempo de resposta 29ms,2025-10-12T06:14:03.890973,scraped
157.100.69.133:999,False,5893,,unknown,Timeout,2025-10-12T06:14:03.890974,scraped
104.16.109.133:80,False,26,403.0,unknown,Status 403 ou tempo de resposta 26ms,2025-10-12T06:14:03.890975,scraped
185.162.228.141:80,False,24,403.0,unknown,Status 403 ou tempo de resposta 24ms,2025-10-12T06:14:03.890976,scraped
104.17.156.108:80,False,31,403.0,unknown,Status 403 ou tempo de resposta 31ms,2025-10-12T06:14:03.890977,scraped
185.162.228.128:80,False,26,403.0,unknown,Status 403 ou tempo de resposta 26ms,2025-10-12T06:14:03.890978,scraped
141.101.122.115:80,False,21,403.0,unknown,Status 403 ou tempo de resposta 21ms,2025-10-12T06:14:03.890978,scraped
172.67.191.239:80,False,29,403.0,unknown,Status 403 ou tempo de resposta 29ms,2025-10-12T06:14:03.890979,scraped
45.159.218.138:80,False,31,403.0,unknown,Status 403 ou tempo de resposta 31ms,2025-10-12T06:14:03.890980,scraped
172.67.177.69:80,False,20,403.0,unknown,Status 403 ou tempo de resposta 20ms,2025-10-12T06:14:03.890981,scraped
159.246.55.197:80,False,22,403.0,unknown,Status 403 ou tempo de resposta 22ms,2025-10-12T06:14:03.890982,scraped
63.141.128.230:80,False,22,403.0,unknown,Status 403 ou tempo de resposta 22ms,2025-10-12T06:14:03.890983,scraped
104.25.0.85:80,False,22,403.0,unknown,Status 403 ou tempo de resposta 22ms,2025-10-12T06:14:03.890984,scraped
104.17.32.114:80,False,25,403.0,unknown,Status 403 ou tempo de resposta 25ms,2025-10-12T06:14:03.890985,scraped
104.17.17.141:80,False,23,403.0,unknown,Status 403 ou tempo de resposta 23ms,2025-10-12T06:14:03.890986,scraped
23.227.39.9:80,False,26,403.0,unknown,Status 403 ou tempo de resposta 26ms,2025-10-12T06:14:03.890987,scraped
104.16.1.56:80,False,26,403.0,unknown,Status 403 ou tempo de resposta 26ms,2025-10-12T06:14:03.890988,scraped
185.176.24.94:80,False,29,403.0,unknown,Status 403 ou tempo de resposta 29ms,2025-10-12T06:14:03.890989,scraped
141.101.121.17:80,False,21,403.0,unknown,Status 403 ou tempo de resposta 21ms,2025-10-12T06:14:03.890990,scraped
147.185.161.194:80,False,25,403.0,unknown,Status 403 ou tempo de resposta 25ms,2025-10-12T06:14:03.890990,scraped
104.254.140.35:80,False,23,403.0,unknown,Status 403 ou tempo de resposta 23ms,2025-10-12T06:14:03.890991,scraped
8.6.112.6:80,False,24,403.0,unknown,Status 403 ou tempo de resposta 24ms,2025-10-12T06:14:03.890992,scraped
172.67.176.1:80,False,24,403.0,unknown,Status 403 ou tempo de resposta 24ms,2025-10-12T06:14:03.890993,scraped
45.131.209.82:80,False,22,403.0,unknown,Status 403 ou tempo de resposta 22ms,2025-10-12T06:14:03.890994,scraped
104.21.24.70:80,False,20,403.0,unknown,Status 403 ou tempo de resposta 20ms,2025-10-12T06:14:03.890995,scraped
141.101.120.22:80,False,21,403.0,unknown,Status 403 ou tempo de resposta 21ms,2025-10-12T06:14:03.890996,scraped
104.25.0.252:80,False,21,403.0,unknown,Status 403 ou tempo de resposta 21ms,2025-10-12T06:14:03.890997,scraped
104.21.196.234:80,False,21,403.0,unknown,Status 403 ou tempo de resposta 21ms,2025-10-12T06:14:03.890997,scraped
195.85.23.191:80,False,20,403.0,unknown,Status 403 ou tempo de resposta 20ms,2025-10-12T06:14:03.890999,scraped
8.242.178.5:999,False,5886,,unknown,Timeout,2025-10-12T06:14:03.890999,scraped
104.21.205.98:80,False,19,403.0,unknown,Status 403 ou tempo de resposta 19ms,2025-10-12T06:14:03.891000,scraped
185.162.228.209:80,False,22,403.0,unknown,Status 403 ou tempo de resposta 22ms,2025-10-12T06:14:03.891001,scraped
104.16.233.207:80,False,22,403.0,unknown,Status 403 ou tempo de resposta 22ms,2025-10-12T06:14:03.891002,scraped
170.114.45.152:80,False,21,403.0,unknown,Status 403 ou tempo de resposta 21ms,2025-10-12T06:14:03.891003,scraped
172.67.229.23:80,False,26,403.0,unknown,Status 403 ou tempo de resposta 26ms,2025-10-12T06:14:03.891004,scraped
216.205.52.115:80,False,19,403.0,unknown,Status 403 ou tempo de resposta 19ms,2025-10-12T06:14:03.891005,scraped
141.101.90.109:80,False,432,403.0,unknown,Status 403 ou tempo de resposta 432ms,2025-10-12T06:14:03.891006,scraped
24.58.195.48:4444,False,84,,unknown,"Cannot connect to host 24.58.195.48:4444 ssl:default [Connect call failed ('24.58.195.48', 4444)]",2025-10-12T06:14:03.891007,scraped
104.17.112.5:80,False,18,403.0,unknown,Status 403 ou tempo de resposta 18ms,2025-10-12T06:14:03.891008,scraped
185.176.24.82:80,False,20,403.0,unknown,Status 403 ou tempo de resposta 20ms,2025-10-12T06:14:03.891009,scraped
45.12.30.64:80,False,18,403.0,unknown,Status 403 ou tempo de resposta 18ms,2025-10-12T06:14:03.891010,scraped
199.34.230.138:80,False,20,403.0,unknown,Status 403 ou tempo de resposta 20ms,2025-10-12T06:14:03.891011,scraped
45.80.110.90:80,False,19,403.0,unknown,Status 403 ou tempo de resposta 19ms,2025-10-12T06:14:03.891011,scraped
172.67.136.242:80,False,25,403.0,unknown,Status 403 ou tempo de resposta 25ms,2025-10-12T06:14:03.891013,scraped
5.10.245.30:80,False,19,403.0,unknown,Status 403 ou tempo de resposta 19ms,2025-10-12T06:14:03.891014,scraped
66.81.247.73:80,False,19,403.0,unknown,Status 403 ou tempo de resposta 19ms,2025-10-12T06:14:03.891014,scraped
104.24.137.208:80,False,20,403.0,unknown,Status 403 ou tempo de resposta 20ms,2025-10-12T06:14:03.891015,scraped
190.93.245.120:80,False,21,403.0,unknown,Status 403 ou tempo de resposta 21ms,2025-10-12T06:14:03.891016,scraped
91.193.59.212:80,False,19,403.0,unknown,Status 403 ou tempo de resposta 19ms,2025-10-12T06:14:03.891017,scraped
160.153.1.244:80,False,23,403.0,unknown,Status 403 ou tempo de resposta 23ms,2025-10-12T06:14:03.891018,scraped
219.93.101.62:80,False,5883,,unknown,Timeout,2025-10-12T06:14:03.891019,scraped
161.35.82.57:1080,False,954,,unknown,Server disconnected,2025-10-12T06:14:03.891020,scraped
199.34.229.102:80,False,23,403.0,unknown,Status 403 ou tempo de resposta 23ms,2025-10-12T06:14:03.891021,scraped
192.200.160.97:80,False,18,403.0,unknown,Status 403 ou tempo de resposta 18ms,2025-10-12T06:14:03.891021,scraped
104.21.96.145:80,False,19,403.0,unknown,Status 403 ou tempo de resposta 19ms,2025-10-12T06:14:03.891022,scraped
159.112.235.219:80,False,21,403.0,unknown,Status 403 ou tempo de resposta 21ms,2025-10-12T06:14:03.891023,scraped
141.101.123.193:80,False,19,403.0,unknown,Status 403 ou tempo de resposta 19ms,2025-10-12T06:14:03.891024,scraped
202.165.34.227:3128,False,5882,,unknown,Timeout,2025-10-12T06:14:03.891025,scraped
152.231.25.155:999,False,5882,,unknown,Timeout,2025-10-12T06:14:03.891026,scraped
141.101.115.140:80,False,25,403.0,unknown,Status 403 ou tempo de resposta 25ms,2025-10-12T06:14:03.891027,scraped
104.24.69.104:80,False,18,403.0,unknown,Status 403 ou tempo de resposta 18ms,2025-10-12T06:14:03.891028,scraped
216.24.57.7:80,False,19,403.0,unknown,Status 403 ou tempo de resposta 19ms,2025-10-12T06:14:03.891029,scraped
172.67.176.25:80,False,19,403.0,unknown,Status 403 ou tempo de resposta 19ms,2025-10-12T06:14:03.891030,scraped
47.237.92.86:9091,True,2385,200.0,elite,,2025-10-12T06:14:03.891031,scraped
172.67.135.1:80,False,18,403.0,unknown,Status 403 ou tempo de resposta 18ms,2025-10-12T06:14:03.891032,scraped
45.131.5.152:80,False,18,403.0,unknown,Status 403 ou tempo de resposta 18ms,2025-10-12T06:14:03.891033,scraped
185.170.166.156:80,False,19,403.0,unknown,Status 403 ou tempo de resposta 19ms,2025-10-12T06:14:03.891033,scraped
185.146.173.209:80,False,20,403.0,unknown,Status 403 ou tempo de resposta 20ms,2025-10-12T06:14:03.891034,scraped
185.221.160.30:80,False,18,403.0,unknown,Status 403 ou tempo de resposta 18ms,2025-10-12T06:14:03.891035,scraped
104.21.124.223:80,False,19,403.0,unknown,Status 403 ou tempo de resposta 19ms,2025-10-12T06:14:03.891036,scraped
31.43.179.157:80,False,32,403.0,unknown,Status 403 ou tempo de resposta 32ms,2025-10-12T06:14:03.891037,scraped
45.8.211.124:80,False,29,403.0,unknown,Status 403 ou tempo de resposta 29ms,2025-10-12T06:14:03.891038,scraped
63.141.128.231:80,False,28,403.0,unknown,Status 403 ou tempo de resposta 28ms,2025-10-12T06:14:03.891039,scraped
104.17.170.72:80,False,43,403.0,unknown,Status 403 ou tempo de resposta 43ms,2025-10-12T06:14:03.891040,scraped
185.162.231.56:80,False,33,403.0,unknown,Status 403 ou tempo de resposta 33ms,2025-10-12T06:14:03.891041,scraped
102.177.176.187:80,False,29,403.0,unknown,Status 403 ou tempo de resposta 29ms,2025-10-12T06:14:03.891042,scraped
104.16.0.91:80,False,32,403.0,unknown,Status 403 ou tempo de resposta 32ms,2025-10-12T06:14:03.891043,scraped
185.174.138.12:80,False,29,403.0,unknown,Status 403 ou tempo de resposta 29ms,2025-10-12T06:14:03.891044,scraped
185.193.30.162:80,False,31,403.0,unknown,Status 403 ou tempo de resposta 31ms,2025-10-12T06:14:03.891045,scraped
104.17.108.223:80,False,28,403.0,unknown,Status 403 ou tempo de resposta 28ms,2025-10-12T06:14:03.891046,scraped
209.46.30.69:80,False,28,403.0,unknown,Status 403 ou tempo de resposta 28ms,2025-10-12T06:14:03.891047,scraped
66.235.200.220:80,False,32,403.0,unknown,Status 403 ou tempo de resposta 32ms,2025-10-12T06:14:03.891048,scraped
216.24.57.244:80,False,30,403.0,unknown,Status 403 ou tempo de resposta 30ms,2025-10-12T06:14:03.891048,scraped
45.12.31.122:80,False,27,403.0,unknown,Status 403 ou tempo de resposta 27ms,2025-10-12T06:14:03.891049,scraped
104.21.224.120:80,False,27,403.0,unknown,Status 403 ou tempo de resposta 27ms,2025-10-12T06:14:03.891050,scraped
45.8.211.131:80,False,28,403.0,unknown,Status 403 ou tempo de resposta 28ms,2025-10-12T06:14:03.891051,scraped
104.17.222.153:80,False,26,403.0,unknown,Status 403 ou tempo de resposta 26ms,2025-10-12T06:14:03.891052,scraped
188.114.96.117:80,False,29,403.0,unknown,Status 403 ou tempo de resposta 29ms,2025-10-12T06:14:03.891053,scraped
185.162.231.63:80,False,29,403.0,unknown,Status 403 ou tempo de resposta 29ms,2025-10-12T06:14:03.891054,scraped
23.227.38.149:80,False,26,403.0,unknown,Status 403 ou tempo de resposta 26ms,2025-10-12T06:14:03.891055,scraped
206.238.237.150:80,False,5897,,unknown,Timeout,2025-10-12T06:14:03.891056,scraped
46.254.92.64:80,False,29,403.0,unknown,Status 403 ou tempo de resposta 29ms,2025-10-12T06:14:03.891057,scraped
154.194.12.107:80,False,27,403.0,unknown,Status 403 ou tempo de resposta 27ms,2025-10-12T06:14:03.891058,scraped
38.170.175.198:5867,False,259,407.0,unknown,Status 407 ou tempo de resposta 259ms,2025-10-12T06:14:03.891058,scraped
103.69.150.24:8080,False,5896,,unknown,Timeout,2025-10-12T06:14:03.891059,scraped
91.242.228.209:8085,False,5896,,unknown,Timeout,2025-10-12T06:14:03.891060,scraped
141.193.213.235:80,False,30,403.0,unknown,Status 403 ou tempo de resposta 30ms,2025-10-12T06:14:03.891061,scraped
185.162.230.68:80,False,35,403.0,unknown,Status 403 ou tempo de resposta 35ms,2025-10-12T06:14:03.891062,scraped
198.41.200.15:80,False,32,403.0,unknown,Status 403 ou tempo de resposta 32ms,2025-10-12T06:14:03.891063,scraped
185.148.107.103:80,False,27,403.0,unknown,Status 403 ou tempo de resposta 27ms,2025-10-12T06:14:03.891064,scraped
103.12.246.197:4145,False,5896,,unknown,Timeout,2025-10-12T06:14:03.891065,scraped
